FAMD1,FAMD2,FAMD3,FAMD4,FAMD5,FAMD6,FAMD7,FAMD8,FAMD9,FAMD10,FAMD11,FAMD12,FAMD13,FAMD14,FAMD15,FAMD16,FAMD17,FAMD18,FAMD19,FAMD20,satisfied
1.4995914546610962,-1.0202008984006001,-9.574294096587685,-0.2322489153479057,-5.55886062274496,-0.7563736581007428,-3.6627102564431078,-3.007619395471578,-7.372002283653108,-1.4191794308524965,3.1636392269429985,-0.3367987791062902,-1.740183377994375,-3.778766098312997,0.06122956597113185,-0.4463931970181456,-4.918486738214243,5.222813747811674,-3.1565278531890852,0.7567318344246522,1
2.573010844620214,-0.7185401088633254,1.2961321174822418,-5.6324101910630855,4.683637854769672,-3.7506942468078317,-5.137855081722934,1.6585448053559155,8.537318777039417,-5.610055707632704,4.118696196316148,-7.920438809191195,-0.8978079390737381,-2.1915696742639903,2.404102807256917,-0.35699758102199536,0.33086512719962763,-0.5559594350343525,-1.1364375046090542,-4.034109242428563,0
-5.043530033925095,7.206930748983471,-5.618187306698382,-3.447829543667128,-0.16344652559445416,-2.580545720123163,-3.17162327823259,3.409254480307037,-1.7278505174828238,1.0949194121829364,-6.550238408805463,-4.509607776609883,5.241958797684497,-4.249008651785864,-0.1785571491932505,-2.7947560338688753,-0.865272722429633,0.0787976841638304,-4.513364509175195,1.0604466728000315,0
7.090963557794334,0.07284951219459446,4.720719594323684,1.1929182798922167,-2.1420272622285306,-5.237733241997459,6.9016598451649,1.104136362885027,-0.6879445934853506,8.898860822656903,2.1497673944650293,-0.9059422868599661,-2.0607296262558576,-1.515999853106878,4.560253501402987,0.28453038102707995,2.6076003588556036,1.898520215970735,-0.7241292249432144,-0.07970702086709786,1
-5.285435889137028,4.019331628790663,7.15683667014733,2.5527751307258373,0.5819733699038984,0.43070676620297543,2.9146506716475287,1.4271854858337658,-5.796342291198945,1.4007128992742781,2.7014182624415333,5.202395303877134,5.317370758895189,0.040089181916693604,-2.0478194510275793,1.7471370828814838,-4.7215271722783525,6.439765443171231,1.5695382172718098,5.612454759468084,1
-5.173366249049538,3.7048705189916777,-3.99239227947164,-6.4384318881362805,-5.095379733940935,5.081069228430116,-2.609901230684202,1.5980151675939644,5.775855771490656,2.125018773105107,4.154485921582663,-2.6991561713201264,0.39349218738667335,5.170690445275022,-5.307900483408362,-3.5726825983902386,1.9518185376972117,-5.179834945197316,2.575397236372657,-5.430981869744503,1
-6.175896798373683,0.7775160015110953,-8.82210202872753,-3.2935890961346175,-5.53737051483186,4.296155034135056,0.21412458388586053,-4.676874981140825,-5.852828891612309,0.7534318655031633,2.381519295642195,1.7863244633344342,-3.180465613516905,-4.148285768102515,-5.347689338485447,-3.5262153673155137,-1.961663589231912,-1.960873736825739,-0.8849926384409457,-4.834180375346477,0
0.21391581249392794,6.812418494473279,2.031990814843082,2.488930805221675,0.37229526401664287,-2.0216057710221174,-0.6268195474756486,4.775855584335264,-4.891649848711815,-9.89632949507759,-3.487181668840303,5.781212769131653,-5.55923501606618,-3.7790047011430827,-3.566750670094687,4.397084102445857,-4.2926969536003,-1.7575538606782914,-2.3467295325848507,0.8679739881217354,0
1.0744490538353064,-0.11422301934091131,-4.280931367980494,-0.8464407388753128,-6.532888795724511,-3.310323051453749,-1.0504540669101357,4.91342866910651,2.003058711534244,-2.736514334147886,6.890101278574716,4.673848089206044,7.835218036636388,2.1047343437393042,1.4672301613097196,-1.0766671511922112,-2.3238706225390167,5.257482477183739,-0.10644816629322162,1.043456414119326,1
1.8049177305085844,5.723285159551226,-4.551271058967914,-5.989204843941384,-3.134365145368305,-5.688787383407535,-3.1846173438217917,7.79223556851642,1.5860824854853603,-3.938192257200509,4.356830747816305,0.6637424421494496,2.5852410447285163,0.4153079453292883,5.577071352034005,0.15554096786954513,1.4854721737759427,-3.8249514665728293,3.5141872114919277,2.0394350720065946,0
-6.254950439261936,-5.768921416059754,-1.7690276667639773,5.93606562992049,8.391045586946412,-1.024159170520353,5.136768588264247,0.9290366708961972,2.266297381242803,-0.7802430541242447,-3.101634196643693,2.1660578590293866,6.593875816187293,-0.6780847140941599,1.9887366722392905,-3.111373993136705,1.7212186457400305,-0.9053727982584262,3.239764039946853,-0.953965195378304,1
7.620003812130479,8.405004787467968,8.301074082074436,-2.9052857036184063,2.4078475547655906,1.219790289213258,-3.432953985485067,-0.5507960039253847,-5.842966119231646,-1.0672639750505195,0.7196348625059481,-6.0717048002202265,0.8416473485619609,0.8648876297871478,1.134177618177633,-0.8814265965432324,-1.7866811195440913,-1.5505241037080482,2.672997562986487,2.5184897412862868,1
-6.409136349274256,5.0313748176141,-0.8459304009017946,0.46356129961197945,-0.10188768034887563,-5.819673983043553,3.735454865630454,2.6595950586554187,3.145817216313078,-8.697410662817171,5.649776890564482,-0.7242981266167342,-3.922525143125003,-4.540093803759157,1.1015173641049687,0.2556918646263421,4.951810583352622,-1.0369235474617786,-6.413851642325498,3.165024883573224,0
1.6583714703,-0.2514520893297464,-5.3579147248001355,-4.93407564988901,-6.575101428290052,5.661697606590501,0.05980825075616547,5.266006099231314,6.7913398180954205,1.309224629549953,6.545334714219823,-3.229101822198107,0.7144970276661191,-3.625287443389927,2.537293540036152,-0.34970214074642275,-2.1062320267459906,-2.6646723213697423,4.726338615963945,-4.71356029662157,1
0.005610811755967227,-3.916970813646393,3.5416114877385745,-4.0613021058797765,-2.4926623659896734,8.045133233785261,-0.5570435308570806,2.9401293705647547,-3.673674925500994,0.567375593498149,1.8496545825313508,4.654723243931421,-5.449794274260809,-4.541063848861441,9.014826660369605,-0.30942678836692034,-2.585405482561812,0.7876297979581802,0.05349778624387422,4.898484726207517,1
-6.3125160459019884,-5.205586871606114,-0.7147201339725884,-7.191996361218017,4.560349829527798,2.718366521012487,3.2077951201733423,-1.312000681766921,1.4854823586448211,3.8055265708531394,0.7709790359833271,5.278078374664938,-5.565819696221375,-4.893800151372224,2.141185139618587,-4.124234065813883,0.7814453329609832,-1.7616505642839917,4.553578921684405,-0.5190657988677688,1
8.225367896668812,-0.7061352227766973,-0.7123353340720846,8.880942294920581,3.433730765144554,1.9760615719287462,3.309231892949085,0.9210924927112292,2.6598714801808185,-1.1391133108305824,0.3072321396681704,8.560748895554664,2.3960759520259445,-0.866301045500246,2.6837210822993494,0.8686042786721532,5.739390747392092,-2.2040648430399314,5.006733114874275,1.1469636622499741,0
-6.937453790587365,-0.44313636372170373,0.7538380708410933,0.3969032673440731,-3.2943650819988726,7.746186970952129,3.507307300488146,3.8971728909746766,-8.020007725663628,-3.9728951712412055,-3.187036272892842,-3.836025307567144,-1.3411462679685529,-3.041269774485957,-7.426662556874775,-1.6478684468189153,1.6941109277809288,-1.4188503349645565,-1.8219663222112352,4.113819021900681,1
9.40628453103611,2.236337178541558,-1.2669259652184266,-0.015637165998825378,1.1626756446964084,1.5950725503271723,-1.9664812772226459,4.615482055959264,-0.9740461436119141,3.2030450551138077,-1.427195880110954,1.9413508331587261,-1.9326582316819483,-2.5402800549156117,-4.8221709507571315,0.5936234366849767,5.021435108429493,6.707455570111623,2.4048110670116265,1.2880954235781146,1
-6.3216990073363455,-2.8193231465284843,-1.3385102011305388,2.2147393445244377,-4.15974481514838,-7.3953266030437765,0.8702648338084688,-1.9214368976824117,-7.500583782004988,2.32665107643029,1.2021215158639909,4.016773471854918,-7.675959779122536,-0.9257174349253869,-2.616602109081451,0.9256967109076717,3.493332651450952,-1.188836711318415,-1.0586603443464888,-2.446769362362146,1
-4.332482008611085,3.47429493345198,-0.9721802498677192,3.7248326611523765,0.7532350848727957,-0.14132124736293503,6.5603224202763215,-3.6575165851238474,-1.6509721855152568,1.0603374824825746,3.7697964814378,-4.654773290651318,-2.5517909532449816,-5.972279840166053,-3.6731359281560882,5.691339250202196,0.9468804123545275,5.419638634298878,0.6399820586835949,-4.180857520525503,1
1.978557764198773,-0.3428716317995402,-7.618297561608188,-3.402802760580296,-3.2632828129270974,0.46150457148035506,-7.069086539635784,0.21994507195976307,-4.488799632391284,4.81446004161263,1.7409505747618899,0.4844543850861775,0.30888848859499135,-3.2465998170834314,3.3239540438347355,-0.8545781315277026,-4.188858410824385,4.778754646209323,-0.758699417655437,-1.0092558128102387,1
0.6695478057324957,-3.1572409784167217,-2.92954129788403,-4.968318504829046,-7.744057136437842,4.030898091804244,1.841067227152226,-1.2858155096044044,-0.1036318500403906,-3.2724136816637985,-5.2918610982515135,2.2563589720126522,8.853181661228067,5.791288891255904,1.8787056438051981,0.9524256793686909,1.045446898811233,-2.2535102768124164,1.3362577174542407,-3.313172774585792,1
-5.748097953222177,-7.1915592144175005,3.615773061071675,-0.9898784411146156,0.7237561977953313,-8.150719372155795,-3.3478360204759134,-6.483376220406119,-0.9057035579623323,3.6011035673508793,-0.7152458482655014,5.749980762863251,-0.3732260926093839,3.320599582962079,-3.6532488593820434,-3.6576227204698326,0.018864149102589406,-0.5448128904329309,-0.8498292739621367,-2.9369241782253237,1
2.1546296883437748,-10.08017354062514,2.55141314482396,0.1680510639156334,-1.5407552919435321,-5.745463634113133,-3.0794049423800334,-1.3629826280118307,-0.19823745941976031,0.377738568836963,-5.191671556784254,-5.205407289306727,6.301368832476475,2.1076434009105633,-5.112334146052912,0.3243372435662486,-2.08802212888041,-3.183789177838206,2.697391614102089,2.2957758424604675,0
1.6745827112047749,-3.737416254662321,6.1618838067046156,1.5165446935426636,-4.98837940730418,-0.02482155752845072,-5.975454256936688,5.166717967815401,-4.45806234084144,2.752150676047834,-6.4510455251876255,-8.013251816694654,-0.751813481840835,3.5717627453254304,0.20143963726788694,2.079767360285075,-0.7255151024909512,-1.4219132643776389,4.622724825738449,-6.102404949706493,0
-5.078855472600042,-3.8934085971254273,-4.029480663114849,3.979095257362829,10.23357627817073,1.6027394739899945,1.5313446816603062,3.2792379070696223,2.3339798398707803,3.641291523204832,-3.574979430361094,-5.54912528532407,1.5613500994061906,-2.5833643778092994,0.5461652498448759,-2.6721471923781914,0.3955907073032544,-1.5259907884678343,3.803990851207806,3.375221448864644,1
-6.762641427023029,-2.561135458464931,1.9519744869903848,-3.637042904284235,-2.528318460469858,4.085520091562872,3.433240786450632,-1.5657160495580786,-0.10699524032965979,-2.194378746519712,-5.444011723953116,3.0316913660313176,5.845134525647224,5.103330261794013,-3.2908128623693065,1.1390561904906937,4.965921742852194,-1.26481234701035,-1.2198159272339162,1.0105780105346955,0
